¿Qué enfermedades trataba el Dr.Moliner?;Albinismo, Algodistrocia;Fusobacterium, Encefalitis;Parálisis, Mucopolisacaridosis VI;Tuberculosis, Tifus;D;4 Valencia contemporánea;5 Muy complicada
Cual es la forma correcta para llamar a la judía de la paella?;Garrafón;Garrafó;Garrafan;Garrofón;D;4 Valencia contemporánea;2 Fácil
¿Quién no fue presidente de la Segunda República?;Niceto Alcalá-Zamora;Diego Martínez Barrio;José María Gil-Robles;Manuel Azaña;C;5 Valencia desde la guerra civil hasta el presente;4 Complicada
¿Cómo acabó con las sangrientas luchas de Vich?;excomulgó al alcalde de la ciudad;medió entre los jefes de  bandos rivales;le golpearon y él puso la otra mejilla;él no pudo solo;B;2 Valencia Medieval;4 Complicada
¿Quin poble van cremar els borbons durant la guerra de successió? ;Oliva;Almansa ;Xàtiva ;Benissa ;C;3 Valencia Moderna;3 Normal
Persona que es ocupa de la manipulació, procés i venta de la carn.;Xarcuter;Metge;Peixater;Pastisser;A;3 Valencia Moderna;2 Fácil
¿Qué microorganismo causa la tuberculosis?;Un protozoo;Un virus;Un hongo;Una bacteria;D;4 Valencia contemporánea;3 Normal
Recipiente donde se cocina la paella;No tiene recipiente;Sarten ;Paellera;Paellar;C;3 Valencia Moderna;2 Fácil
Quins d\'aquests elements no formen part de l\'arròs forn?;Botifarra;Tomaca;Cigrons ;Garrofò;D;4 Valencia contemporánea;2 Fácil
¿Cuál de estos poetas no apoyó al bando republicano?;Antonio Machado;José María Pemán;Miguel Hernández;Pablo Neruda;B;5 Valencia desde la guerra civil hasta el presente;5 Muy complicada
Que plato tipico es de Valencia?;Lentejas ;Arroz a la cubana ;Migas;Paella;D;3 Valencia Moderna;1 Muy fácil
Persona que composa poemes.;Forner;Moliner;Maquetista;Poeta;D;3 Valencia Moderna;1 Muy fácil
Donde esta el edificio más estrecho de Valencia?;Plaza de la Virgen;Calle Cuba;Plaza Lope de Vega ;Calle La sang;C;3 Valencia Moderna;2 Fácil
Persona que treballa en la construcció?;Forner;Pintor;Obrer;Carpinter;C;3 Valencia Moderna;2 Fácil
Ofici que esudia els animals i la zoologia en general;Veterinari;Caçador;Zoòleg;Ramader;C;3 Valencia Moderna;2 Fácil
Persona que toca el violí;Pianista;Violinista;Violí;Dentista;B;3 Valencia Moderna;1 Muy fácil
Funció actual de l\'antiga aduana;Ajuntament;Tribunal Superior de Justícia;Aduana;Corte Inglés;B;3 Valencia Moderna;3 Normal
Persona que es dedica a fer maquetes.;Maqueteador;Maquetista;Constructor;Fabricador;B;3 Valencia Moderna;2 Fácil
¿Cómo recibió Valencia a San Vicente en 1410?;Lo aclamaron y lo propusieron alcalde. El se negó.;Hubieron grandes muestras de alegría y le oyeron predicar;con semana de festejos;rezando.;B;2 Valencia Medieval;3 Normal
Plato valenciano que se cocina con garbanzos;Paella;Arroz al horno ;Macarrones;Espaguetis ;B;3 Valencia Moderna;1 Muy fácil
Quin es un dels  principals  aliments de l\'arroz al forn;Arroz;Berenjena;Creïlla;La Dorada;C;2 Valencia Medieval;1 Muy fácil
Qui et defensa en un judici ?;Advocat;Electricista;Fiscal;Jutge;A;3 Valencia Moderna;1 Muy fácil
La planta del Hemisfèric es:;Una parábola;Una hipérbola;Una elipse;Ninguna de las anteriores ;C;5 Valencia desde la guerra civil hasta el presente;3 Normal
Que te la porta de la mar baix de l\'arc central;res;estatua de Jaume I;creu;estatua d\'àngel;C;3 Valencia Moderna;4 Complicada
Que figura te dins de l\'arc la porta de la mar?;Estatua de jaume I;Creu;Res;Estàtua d\'un àngel;B;3 Valencia Moderna;4 Complicada
Què té la Porta de la Mar baix de l\'arc central?;Res;Estatua de Jaume Primer;Creu;Estatua d\'un àngel;C;3 Valencia Moderna;4 Complicada
Qui va conquerir la ciutat de València l\'any 1238?;Napoleó Bonaparte;Marco Polo;Jaume I;Harry Potter;C;2 Valencia Medieval;2 Fácil
¿Fundó San Vicente la universidad de Valencia?;No, en aquellos tiempos en el convento;Se podría entender que sí por su escuela de artes liberales;No, la fundó Jaime I;No, no tenía tiempo;B;2 Valencia Medieval;4 Complicada
Porta gran més important d\'un edifici?;Portalada;Porta;Petaca;Portó;A;3 Valencia Moderna;3 Normal
De que forma puede ser el arroz ;Rojo ;Verde ;Negro;Marron;C;4 Valencia contemporánea;3 Normal
Quina forma geometrica te el cimborri de la catedral de València;pentagonal;hexagonal;heptagonal;hoctogonal;D;3 Valencia Moderna;3 Normal
Con que líquido se hace la paella;Arroz;Berenjena;Caldo ;Damasco;C;3 Valencia Moderna;1 Muy fácil
En quin any va ser la riuà de València?;2005;1955;1957;1967;C;5 Valencia desde la guerra civil hasta el presente;4 Complicada
Donde se sirve la paella normalmente ;Platos grandes ;Platos llanos ;Directamente en la paella;Fiambrera ;C;3 Valencia Moderna;3 Normal
¿Qué hizo San Vicente para los niños?;Organizó una cofradía que se encargó de recoger niños huerfanos;recoger niños abandonados para el convento;teatros para los niños;les enseñaba el evangelio;A;2 Valencia Medieval;3 Normal
A que tipo de velocidad se puede cocer el arroz;Alta;Bajo;120°c;Mediano;D;3 Valencia Moderna;1 Muy fácil
Estil de la porta del Micalet;Renaixentista;Barroc;Gòtic;Romànic;B;3 Valencia Moderna;3 Normal
QUna persona trafica amb droga?;Sabater;Forner;Narcotraficant;Traficador;C;3 Valencia Moderna;1 Muy fácil
Quants metres te el micalet??;60;63;68;58;B;3 Valencia Moderna;5 Muy complicada
Ellos viene aqui a provar la paella; Valencianos ;Guiris ;Catalanes ;Vascos ;B;6 Red de telefonía en Valencia;1 Muy fácil
Con que se puede servir la paella;El pelo;Sarten;Cuchara;La mano;C;3 Valencia Moderna;1 Muy fácil
Mejor cocinero de paellas ;Jose miguel sanchis;Arkano;El chiringuito de pepe ;Alberto chicote ;A;4 Valencia contemporánea;3 Normal
"En la película ""The boy who stole a million"" aparecen varias edificaciones de la ciudad de Valencia, y alguna contiene cónicas. ¿Cuál de estas es?";Mercat de Colón ;El Micalet;La Plaça Redona;La Glorieta;C;5 Valencia desde la guerra civil hasta el presente;3 Normal
¿Qué tipo de cónica es el Arco del Sonido?;Circunferencia ;Aucébola;Parábola;Elipse;D;5 Valencia desde la guerra civil hasta el presente;4 Complicada
Quina llengua predominava en la musica de la postguerra;Valencia ;Castella ;Galleg;Vasco;B;5 Valencia desde la guerra civil hasta el presente;1 Muy fácil
D\'on és el cantautor Pep Gimeno ``El Botifarra´´?;La Llosa De Ranes;Genovés;Xàtiva;Novetlè;C;5 Valencia desde la guerra civil hasta el presente;4 Complicada
Quina d´aquestes obres és de l´escultor José Esteve?;Las Meninas;La Mona Lisa;La Niña de las Coletas;La Maja Desnuda;C;5 Valencia desde la guerra civil hasta el presente;4 Complicada
¿Cuál de estas propiedades tiene el Arco del Sonido? ;Ahorro en superficies de muros y cerramientos;Poder oír a una persona en un foco desde otro foco;Resistencia para la construcción ;Aprovechar la curvatura para que los animales del Ártico se deslicen por su superficie;B;5 Valencia desde la guerra civil hasta el presente;3 Normal
"¿Que cantante española cantaba ""No Dudaría""?";Alaska;Malú;Rosario;Víctor Manuel;C;5 Valencia desde la guerra civil hasta el presente;3 Normal
Qui va escriure ``Cañas y barro´´?;Federico García Lorca;Vicente Blasco Ibáñez;Laura Gallego;María Villamayor;B;5 Valencia desde la guerra civil hasta el presente;3 Normal
¿Por qué predomina el color blanco en las edificaciones de la Ciudad de las Artes y las Ciencias? ;Da un toque futurista;Para desviar el calor debido a su localización ;Ahorro económico de otros colores;Para no crear impacto visual;B;5 Valencia desde la guerra civil hasta el presente;3 Normal
Qui va escriure la novela ``Las Doce Llaves´´?;Megan Maxwell;María Villamayor;Paz Matud;Belén Esteban;B;5 Valencia desde la guerra civil hasta el presente;3 Normal
"¿Quien cantaba la canción ""La Camisa Negra""?";Manuel Rios;Juanes;Nino Bravo;Alejandro Sanz;B;5 Valencia desde la guerra civil hasta el presente;2 Fácil
¿Qué ingrediente principal tiene la horchata?;Arroz ;Sal;Chufa ;Merengue ;C;3 Valencia Moderna;2 Fácil
Componente principal de la paella ;Fideos ;Arroz ;Pollo;Cangrejo ;B;3 Valencia Moderna;1 Muy fácil
Que es lo que acompaña a la Horchata;Fartons;Churros;Pan;Pollo;A;3 Valencia Moderna;1 Muy fácil
¿Qué ocurrió cuando San Vicente estuvo en LLíria?;Hizo manar una fuente  que mana hasta hoy en dia;Logró resucitar al hijo del boticario;Tardó un día entero en bendecir a todos;No estuvo en LLíria;A;2 Valencia Medieval;3 Normal
De que esta hecho la Horchata ;Mantequilla;Chufa;Colacao;Maizena;B;3 Valencia Moderna;1 Muy fácil
Quin polígon té huit costast;Quadrat;Dodecaedre;Eptógon;Octógon ;D;3 Valencia Moderna;2 Fácil
¿De que está hecha la horchata? ;Maiz;Chufa;Arroz;Leche;B;3 Valencia Moderna;1 Muy fácil
Ingrediente que se le echa a la paella ;Tomate Frito;Tomate Natural;Cebolla;Maiz;A;3 Valencia Moderna;1 Muy fácil
¿ A dónde fue San Vicente al abandonar Xátiva a finales de 1410?;Recorrió las tierras valencianas y castellanas;reclamado por el convento de Sto Domingo en Ecuador;Fue a Roma para que le bendijera el Papa;A Italia;A;2 Valencia Medieval;3 Normal
¿Qué es la paella?;Una comida tipica de Valencia;Una comida tipica de Nigeria;Una comida tipica de Bolivia;Una comida tipica de China;A;3 Valencia Moderna;1 Muy fácil
Figura geomètrica de cinc angles?;Hexàgon;Octògon;Pentàgon;Heptàgon;C;3 Valencia Moderna;4 Complicada
¿Aconsejó a las autoridades medidas en relación con los judíos?;No, pensaba que en España cabían todas las religiones;No, tenía muchos amigos judíos;Sí, aunque no eran medidas originales  y las copartian la mayoría de contemporáneos;No se relacionaba con los judíos;C;2 Valencia Medieval;3 Normal
Quants escalons té el Micalet? ;354;100;207;1067;C;2 Valencia Medieval;4 Complicada
Quina lletra dessigna el conjunt dels nombres racionals??;N;O;P;Q;D;3 Valencia Moderna;3 Normal
Unitat de mesura utilizada en el golf;Metros;Peus;Yardes;Decametres;C;3 Valencia Moderna;4 Complicada
¿San Vicente dijo que él era el ángel del Apocalípsis?;Sí, y una muerta confirmó sus palabras;Sí y mandó ajusticiar a un rabino;No, él no creía en el infierno;Dijo que era como el angel del Apocalípis;A;2 Valencia Medieval;4 Complicada
¿Qué es el compromiso de Caspe?;Es el matrimonio entre dos familias adineradas de Toledo;Era donde se eligió al Rey de la Corona de Aragón;la renovación de sus votos en la orden de los dominicos;compromiso de paz;B;2 Valencia Medieval;3 Normal
Contiene la u, dulce típico de las fallas. ;Churros ;Bueñuelos ;Las dos son correctas ;¿Fallas? ¿Qué  es eso? ;C;3 Valencia Moderna;2 Fácil
¿ De qué no está formada la paella? ;Arroz;Conejo;Lentejas;Garbanzos ;C;3 Valencia Moderna;2 Fácil
¿Por qué participó San Vicente en el compromiso de Caspe?;Era una persona reconocida en toda la Corona de Aragón y gozaba de prestigio popular;Encargado de celebrar misa;estaba pasando unos días allí y le dijeron que asistiera;se lo pidieron para que pusiera paz;A;2 Valencia Medieval;3 Normal
Ingrediente que no se le añade a la Horchata ;Yuka;Chufa ;Leche ;Azucar ;A;3 Valencia Moderna;1 Muy fácil
"¿Que grupo canta la canción de ""Dramas y Comedias""?";Fangoria;Alma de blues;La guardia;Los rebeldes ;A;5 Valencia desde la guerra civil hasta el presente;3 Normal
¿Con qué unidad se mide la cantidad de masa que ocupa un cuerpo según el S.I.?;Quilogramos;Centilitros;Grados;Litros;D;4 Valencia contemporánea;2 Fácil
Com se diu el poligon que te 3 costats, dos iguals i uno diferent?;Rectangle;Quadrat;Circumferencia;Triangle;D;3 Valencia Moderna;1 Muy fácil
¿Cómo se llama la superfície que se calcula de distintas figuras geométricas?;altura;área;diámetro;volumen;B;3 Valencia Moderna;2 Fácil
¿Cómo se llama la recta que divide un segmento en dos partes iguales?;radio;segemento;mediatriz;bisectriz;C;3 Valencia Moderna;2 Fácil
¿Se conformó el conde de Urgel, uno de los pretendientes con la elección a favor de Fernando de Antequera?;Por supuesto, lo había dicho San Vicente, y él lo respetaba;No, e intentó destronar a Fernando con ayuda de los ingleses;No, porque él era hijo legítimo del difunto rey;Sí, se conformó;B;2 Valencia Medieval;3 Normal
¿Cuándo fue la última visita de San Vicente a Valencia?;una semana antes de morir;el 19 de marzo de 1492 para participar en la ofrenda de flores a la Virgen María;En 1413, y logró acabar con la enemistad de dos familias;No se recuerda;C;2 Valencia Medieval;3 Normal
¿Qué es la disputa de Tortosa?;Fue un problema de límites entre Tortosa y Tarragona;19 marzo para participar en la ofrenda de flores;disputa teológica entre cristianos y judíos;una pelea de ideologías en Tortosa;C;2 Valencia Medieval;3 Normal
Abreviatura de l\'unitat de mesura utilitzada per a la distancia;Kg;Kj;Kcal;Km;D;3 Valencia Moderna;2 Fácil
Unió d\'infinits punts en l\'espai i sense fi;Linea;Paralela;Tangent;Recta;A;3 Valencia Moderna;3 Normal
Unitat de mesura de distancia;Quilogram;Metres;Anys Llum;Segons;B;3 Valencia Moderna;2 Fácil
Distància d\'un vèrtex d\'un triangle a la recta continguda en el costat oposat;Línia;Àrea;Altura;Perímetre;C;3 Valencia Moderna;3 Normal
¿Dónde predicó San Vicente en Francia los últimos años de su vida?;En la corte del Rey Luis XIII;En Colliure, Perpignan, Narbona, el Rosellón, Carcasone..;No pudo predicar, no sabía francés;En París;B;2 Valencia Medieval;4 Complicada
¿Poseía el don de lenguas?;Según la tradición, viajó mucho y pudo conocer las lenguas;Hablaba en valenciano y todos lo entendian;Tenía muchas virtudes pero esa no;No. Hacía muchos milagros pero ese don no.;B;2 Valencia Medieval;3 Normal
Quants costats te un pentàgon;5;2;11;3;A;3 Valencia Moderna;2 Fácil
¿Cómo fueron los ultimos días de San Vicente en Vannes?;Quiso volver a Valencia pero no tuvo fuerzas.;Le acogió una familia cristiana;Sufrió una neumonía ;Predicando;A;2 Valencia Medieval;3 Normal
Ingredient fonamental per a l\'orxata;llet;xufa;nata;cereals;B;3 Valencia Moderna;2 Fácil
¿Cuándo y dónde murió San Vicente?;En Valencia a los 87 años;En Toledo a los 68 años;En Vannes a los 89 años;En Valencia a los 89 años;C;2 Valencia Medieval;4 Complicada
Quantes portes te la catedral de València;1;2;3;4;C;3 Valencia Moderna;3 Normal
¿Cuándo fue canonizado?;25 diciembre de 1463;29/06/55;15/08/24;29/06/50;B;2 Valencia Medieval;4 Complicada
¿Cómo representan  los artistas a San Vicente Ferrer?;Con hábito de los dominicos, la mano derecha levantada en actitud de predicar y la frase Timete Deum et date illi honorem;Con hábito de dominicos y unas azucenas;de obispo;de prior;A;2 Valencia Medieval;3 Normal
Quants arcs te la porta del mar;3;2;1;0;C;3 Valencia Moderna;4 Complicada
¿Cuándo se celebra la fiesta de San Vicente Ferrer?;23 enero dia de nacimiento;29 junio dia de canonización;5 abril dia de su fallecimiento;5 de abril dia de su santo;C;2 Valencia Medieval;4 Complicada
Líquido graso con aspecto amarillento utilizado en la cocina. ;Fanta;Aceite;Zumo de limón;Cerbeza;B;3 Valencia Moderna;1 Muy fácil
Arroz elaborado con un caldo de pescado que se acompaña con alioli. ;Arroz a la cubana;Arroz al horno;Arroz a banda;Paella marinera;C;3 Valencia Moderna;3 Normal
Embutido con aspecto rojizo. ;Salami;Salchichón;Mortadela;Chorizo;D;3 Valencia Moderna;1 Muy fácil
De quin grau pot ser una equació de segon grau?;1;3;2;Totes són correctes;C;3 Valencia Moderna;1 Muy fácil
Que relacio te la guerra de successio  amb la porta dels ferros?;La guerra va destruir part de la porta;El constructor va morir pero la guerra;El constructor cargue malalt en eixa época degut a la viruela;El constructor va tindre que parar seguro a la guerra;D;3 Valencia Moderna;5 Muy complicada
¿Quin d\'aquests grups valencians continua oferint concerts a l\'actualitat?;Els Pavesos;La gossa sorda;Obrint Pas;Zoo;D;5 Valencia desde la guerra civil hasta el presente;5 Muy complicada
Paella de marisco en la que se sustituye el arroz por unos fideos gruesos y huecos. ;Sopa de marisco;Fideuá;Espaguetis;Paella de marisco;B;3 Valencia Moderna;1 Muy fácil
Com s\'anomena una multiplicacio que done 0?;element simetric;diferencia nula;producte nul;totes les anteriors;C;3 Valencia Moderna;5 Muy complicada
Com s\'anomenava el patriarca que va expulsar als moriscos?;Jaume I;Felipe III;Els Reis Catolics;Felipe I;B;3 Valencia Moderna;4 Complicada
Contuinua la cançó de la gossa sorda: t\'estime, t\'estimo...;t\'estimu;t\'estim;et vull;molt;B;5 Valencia desde la guerra civil hasta el presente;2 Fácil
Quant dóna aquesta multiplicació? 727282736383929282827637378X0x72818182836382927282927392928373838373;7,37282683918282E+027;No té solució real;Sense solució ;0;D;3 Valencia Moderna;1 Muy fácil
Quienes valencies tenene els gasos nobles?;8;2 i 4;3;0;D;3 Valencia Moderna;3 Normal
cuant dona 2x5x100x25x4x0+3;0;100003;3;no te solució real;C;3 Valencia Moderna;5 Muy complicada
Plato típico Valenciano que consiste en una especie de ensalada hecha con pimiento rojo asado, bacalao en salazón, ajos y aceite de oliva. ;Esgarraet;Pimientos rellenos;Ensalada de pimientos con bacalao;Pimiento asado;A;3 Valencia Moderna;3 Normal
Quan dóna math error a la calculadora d\'aquestes operacions?;√-789;1771+4:68;718-78+890:9;727171-1+6-7:2;A;3 Valencia Moderna;3 Normal
Que pesa més: un quilo de plom un quilo de palla?;Pesen el mateix;Pesa més el plom;Pesa més la palla;Depén de l\'aparell de mesura que utlitzes;A;3 Valencia Moderna;2 Fácil
Contiene la L , comida tipica de Valencia ;Lonchas de ternera;Longaniza ;Langusta;Paella;D;3 Valencia Moderna;1 Muy fácil
En la mitología romana, Mercurio representa al;Dios del mar;Dios de la guerra;Mensajero de los dioses;Dios del sol;C;1 Valencia Romana;2 Fácil
Nombre de la pasta originaria en Italia;Marisco;Macarrones ;Milanesa ;Maiz;B;3 Valencia Moderna;2 Fácil
Qui va ser Jaume Roig?;Escritor;Presentador de televisió;Actor Porno;Director de música;A;3 Valencia Moderna;3 Normal
Ingrediente que se pone en la pasta;Nuez;Nachos;Nata;Napolitana;C;3 Valencia Moderna;2 Fácil
Quina es l\'expressio d un radical ;A/B;√a;(A+b)(A-b);0;B;3 Valencia Moderna;3 Normal
En las villas romanas, el patio ajardinado rodeado de columnas se llamaba;Peristylum;Triclinium;Vestibulum;Cubiculum;A;1 Valencia Romana;4 Complicada
Que donaría aquestos resultats - +;Donaría positiu ;Negatiu ;Es dividiría ;Es multiplicaría ;B;3 Valencia Moderna;1 Muy fácil
Que és un cromosoma?;Avantpassat de la raça humana en la pre-història;Orgànul que conté la informació genètica de la cèl.lula;Orgànul encarregat de realitzar la fotosíntesi;Són els orgànuls que donen color al cabell;B;3 Valencia Moderna;4 Complicada
Valencia fue fundada por los romanos como colonia en el año 138 a. C., siendo cónsul Décimo Junio Bruto Galaico, y se denominó:;Valentia;Valentia Edetanorum;Valentum;Turia;B;1 Valencia Romana;3 Normal
¿Dónde y cuándo nació San Vicente?;Valencia  11 de abril de 1492;Valencia  23 enero de 1350; 23 enero de 1350 Tortosa; 22 de febrero de 1917 Vannes;B;2 Valencia Medieval;3 Normal
Donde nació el compositor del himno de Valencia ?;Madrid;Barcelona;Valencia;Sueca;D;4 Valencia contemporánea;3 Normal
¿Dónde fue bautizado San Vicente Ferrer?;Parroquia San Esteban;Iglesia de la Anunciación;Iglesia de San Ramón;Catedral;A;2 Valencia Medieval;3 Normal
Tubérculo a partir del cual se fabrica la horchata;Azúcar;Agua;Patata;Chufa;D;3 Valencia Moderna;2 Fácil
Ingrediente más importante de la orchata;Chufa;Agua;Azúcar ;Patata;A;3 Valencia Moderna;1 Muy fácil
¿Cómo era San Vicente de niño?;piadoso; curioso y uraño;estudioso; rebelde y curioso;D;2 Valencia Medieval;2 Fácil
Condimento que le da el color característico a la paella;Tomate;Azafrán;Pimentón;Colorante;B;3 Valencia Moderna;3 Normal
Condimento que le da el color amarillo característico a la paella;Pimentón;Azafrán;Tomate;Colorante rojo;B;3 Valencia Moderna;3 Normal
¿Conoces lo que ocurrió con unos barcos de trigo en Barcelona?;Pagó con dinero el trigo que había en los barcos;Mandó hundir los barcos pues estaban en mal estado;Dio tranquilidad al pueblo y dijo que vendrían esa noche apesar de que el mar estaba embravecido;pidió que rezaran todos juntos para solucionar la pobreza;D;2 Valencia Medieval;3 Normal
¿En que año nació Manuel Penella Moreno? ;1532;2007;1945;1880;D;4 Valencia contemporánea;5 Muy complicada
"¿En que año estrenó Concha Piquer la obra ""El gato montés"" en Nueva York?";1895;2017;1942;1922;D;4 Valencia contemporánea;4 Complicada
¿Cuándo fue ordenado sacerdote San VIcente Ferrer?;1375;1389;1367;1378;D;2 Valencia Medieval;4 Complicada
En que año nació Manuel Penella ?;1881;1980;1981;1880;D;4 Valencia contemporánea;2 Fácil
Ingrediente que no se le pone a la paella;Conejo;Guisantes;Arroz;Garrafón;B;3 Valencia Moderna;2 Fácil
Que ingrediente de estos no tiene la paella;Conejo;Guisantes;Arroz;Garrafón;B;3 Valencia Moderna;2 Fácil
¿Tuvo San Vicente algún cargo en el convento de predicadores de Valencia?;Prior;diacono;obispo;sacerdote;A;2 Valencia Medieval;3 Normal
¿En que año nació Concha Piquer?;1901;2002;1906;1884;D;4 Valencia contemporánea;4 Complicada
Qué médico que trabajó en Valencia ganó el premio Nobel de medicina ?;Luis Simarro;Manuel Candela;Ramón y Cajal;Gómez Ferrer;D;4 Valencia contemporánea;3 Normal
¿Como se llama el alimento que parece un donut típico de valencia? ;Donuts;Buñuelos;Donetes;Rosco;B;3 Valencia Moderna;1 Muy fácil
cuando y donde se estreno el gato montes?;Valencia  22 de febrero del 1917;Nueva york  22 de febrero de 1917;valencia  23 de febrero de 1917;Nueva York  22 de enero de 1917 ;A;4 Valencia contemporánea;3 Normal
¿En qué año murió Manuel Penella Moreno?;12 de julio de 1945;24 de enero de 1939;13 de febrero de 1922;7 de octubre de 1939;B;4 Valencia contemporánea;4 Complicada
Marisco utilizado en la paella valenciana de cáscara dura y sabor dulce.;Pulpo;Mejillones;Langostinos;Gambas;D;3 Valencia Moderna;2 Fácil
Nombre real de Concha Piquer ;María de la Concepción Piquer López  ;Isabel Piquer López ;Anabel Piquer López;Inmaculada de la Concepción Piquer López ;A;4 Valencia contemporánea;4 Complicada
Bebida que se extrae dela chufa;Horchata;Fanta;Zumo de naranja;Agua;A;3 Valencia Moderna;1 Muy fácil
Nombre de hijo de Concha Piquer;Concha Lopez Piquer;Concha Manuel Piquer;Concha Marquez piquer;Concha Antonio Piquer;D;4 Valencia contemporánea;2 Fácil
Manuel Candela era especialista en...;Osteopatía;Ginecología;Pediatría;Odontología;B;4 Valencia contemporánea;3 Normal
¿A qué edad murió Concha Piquer?;80 años;85 años;90 años;83 años;D;4 Valencia contemporánea;3 Normal
¿Que ocupaciones tenia el compositor del Himno de Valencia?; Compositor; Musicólogo y pianista;Pianista; Pintor y Concejal ;A;3 Valencia Moderna;5 Muy complicada
Embutido de color negro o marrón hecho de sangre de cerdo coagulada. Puede tener arroz o cebolla dentro.;Morcilla;Salchichas;Longaniza de pascua;Conejo;A;3 Valencia Moderna;1 Muy fácil
¿Como se eligió el himno valenciano de José Serrano?;Siendo aprobado por los alcaldes de los municipios de la Comunidad Valencia;Elecciones provinciales;Petición popular;Lo eligió el alcalde de Valencia;A;3 Valencia Moderna;3 Normal
Marisco de cáscara negra y dura que vive adherido a las rocas  se suele usar en diversos platos como la paella o la mariscada;Mejillones;Langostino;Caracoles;Ninguna es correcta;A;3 Valencia Moderna;2 Fácil
¿cuando murió Manuel penella ?;1936;1939;1939; no se ;B;4 Valencia contemporánea;3 Normal
¿Cual de estos personajes tiene una calle?;José Serrano Simeón;Conchita Piquer;Manuel Penella Moreno;Todos;D;4 Valencia contemporánea;3 Normal
Cuál es el origen del arroz al horno?;Las abuelas;Aprovechar los restos del cocido;Ha sido siempre plato tradicional;Se originó el otra parte y acabo llegando aqui;B;3 Valencia Moderna;5 Muy complicada
Ingredient junt els naps del que es fa un tipic arròs caldós valencià;Ceba;Fessols;Creïlla;Xampinyons;B;3 Valencia Moderna;4 Complicada
Fruta ácida que se le puede poner a la paella;Naranja;Fresa;Limón;Ninguna es correcta;D;3 Valencia Moderna;2 Fácil
¿Qué es una lucerna?;Una lámpara romana;Un tipo de vasija;Una tetera;Un tipo de calzado;A;1 Valencia Romana;2 Fácil
¿Cual es la ciudad natal de José Serrano Simeon?;Castellon ;Sueca;Valencia;Murcia;B;3 Valencia Moderna;3 Normal
Planta aro mágica que se pone en la paella?;Romero;Tomillo;Albahaca ;Oregano;A;3 Valencia Moderna;3 Normal
Aliment essencial de forma arrinyonada en una paella valenciana;Baxoqueta;Arròs;Carlota;Garrofó;D;3 Valencia Moderna;2 Fácil
"En que obra se toca"" El pasodoble Torero"" ?";Grease;El Gato Montes ;Jesucristo superstar ;El hombre de la mancha ;B;4 Valencia contemporánea;3 Normal
¿Quien creo el himno de la Comunidad Valenciana?;Conchita Piquer;Lucrezia Bori;José Serrano Simeón;Manuel Penella Moreno;D;3 Valencia Moderna;2 Fácil
En que tipo de compases solía componer Manuel Penella;3 por 4 y 4 por 4;7 por 8 y 2 por 2;13 por 8 y 17 por 16;5 por 8 y 3 por 4;A;3 Valencia Moderna;5 Muy complicada
¿Que tipo de musica hacia Jo?e Serrano?;Reggetón;Copla;Clásica;Dubstep;D;3 Valencia Moderna;1 Muy fácil
¿Donde se encuentra la escultura José Serrano Simeón?;Gran Vía;Plaza del Ayuntamiento;Hermanos Maristas;Reino de Valencia;D;3 Valencia Moderna;4 Complicada
¿Que tesitura tenia Lucrezia Bori?;Contralto;Soprano;Mezzosoprano;Era transexual y mantenia voz de tenor;B;3 Valencia Moderna;3 Normal
¿Quién fue Lucrezia Bori?;Una soprano valenciana;La hermana de Falete;Un personaje de Disney;Una atleta Valenciana;A;3 Valencia Moderna;2 Fácil
¿Cuál es el lugar de procedencia de José Serrano Simeon?;Suecia;Gandía ;Sueca;Alicante;D;3 Valencia Moderna;3 Normal
Quan jurà els furs Jaume I? ;1116;1261;1303;2010;B;2 Valencia Medieval;3 Normal
Cuantos hijos tenia Manuel Penella Moreno;6 Hijos;5 Hijos;3 Hijos;2 Hijos;B;4 Valencia contemporánea;3 Normal
¿Cuando empieza la edad media?;476;1400;711;1492;A;2 Valencia Medieval;1 Muy fácil
Ciencia que estudia el universo;Gastronomia;Astronomia;Matematicas;Religión;B;3 Valencia Moderna;2 Fácil
Que método científico se puso de moda en la edad moderna  basado en la experiencia y la observación de los hechos?;Evolucionismo ;Creacionismo ;Heliocentrismo ;Empirico;D;3 Valencia Moderna;5 Muy complicada
¿Que instrumento inventado en la edad mediana se usa pars medir la impresión atmosférica?;Barómetro;Geocentrismo;Imprenta;Paracaidas;A;3 Valencia Moderna;2 Fácil
Astronom conegut pel seu estudi del heliocentrisme;Cristòbal colom;Leonardo da vinci;Copernic;Carlos lll;C;3 Valencia Moderna;3 Normal
¿Quien pintó la Mona Lisa?;Picasso;Miró;Leonardi Da Vinci;Bach;C;3 Valencia Moderna;1 Muy fácil
Nombre del más famoso Renacentista Italiano?;Leonardo da Vinci;Botticelli;Donatello;Rafael;A;3 Valencia Moderna;4 Complicada
Método de investigación usado principalmente en la producción de conocimiento en las ciencias?;Metodo de la observacion cientifica;Método cientifico;Metodo humanistico;Ninguna correcta;B;3 Valencia Moderna;5 Muy complicada
cuantas obras líricas escribio manuel penella?;25;55;57;35;B;4 Valencia contemporánea;3 Normal
Lo forman las estrellas  planetas y galaxias;Asteroides;Universo;Satélite;Meteorito;B;3 Valencia Moderna;3 Normal
Que perfeccionó Galileo?;Paracaidas;Barometro;Imprenta;Cañones de telescopio;D;3 Valencia Moderna;3 Normal
